Pontuação Total     ,Nome/Endereço                             ,Valor Total Mensal (R$) ,Bairro       ,Fonte (site)                                                                                 ,Código ,Rank
-30.14              ,"Consolação, São Paulo"                   ,                6765.52 ,Consolação   ,https://www.lsprado.com.br/imovel/apartamento-sao-paulo-3-quartos-100-m/AP2259-LSA?from=rent ,     8 ,  19
